article_title	PMID	sentence	short_form	long_form
Peripheral blood transcriptomic sub-phenotypes of pediatric acute respiratory distress syndrome.	33287889	Acute respiratory distress syndrome (ARDS) is heterogeneous and may be amenable to sub-phenotyping to improve enrichment for trials.	ARDS	Acute respiratory distress syndrome
The role of Nrf2 in acute and chronic muscle injury.	33287890	The nuclear factor erythroid 2-related factor 2 (Nrf2) is considered as a master cytoprotective factor regulating the expression of genes encoding anti-oxidant, anti-inflammatory, and detoxifying proteins.	Nrf2	nuclear factor erythroid 2-related factor 2
The role of Nrf2 in acute and chronic muscle injury.	33287890	The acute muscle damage was induced in mice of two genotypes-WT and Nrf2tKO mice by cardiotoxin (CTX) injection.	CTX	cardiotoxin
The role of Nrf2 in acute and chronic muscle injury.	33287890	To investigate the role of Nrf2 in chronic muscle pathology, mdx mice that share genetic, biochemical, and histopathological features with Duchenne muscular dystrophy (DMD) were crossed with mice lacking transcriptionally active Nrf2 and double knockouts (mdx/Nrf2tKO) were generated.	DMD	Duchenne muscular dystrophy
FLT3 inhibitors in acute myeloid leukaemia: assessment of clinical effectiveness, adverse events and future research-a systematic review and meta-analysis.	33287892	FMS-like tyrosine kinase 3 (FLT3) is the most frequent mutation in AML.	FLT3	FMS-like tyrosine kinase 3
Burden of carbapenem non-susceptible infections in high-risk patients: systematic literature review and meta-analysis.	33287894	Owing to their resistance to an important class of antibiotics, the prevention and treatment of carbapenem-resistant (CR)/non-susceptible Gram-negative (GN) infections has become an important public health objective.	GN	Gram-negative
Influence of APOE genotype in primary age-related tauopathy.	33287896	"The term ""Primary age-related tauopathy"" (PART) was coined in 2014 to describe the common neuropathological observation of neurofibrillary tangles without associated beta-amyloid (Aβ) pathology."	PART	"Primary age-related tauopathy"""
Influence of APOE genotype in primary age-related tauopathy.	33287896	Genetically, Apolipoprotein E (APOE) ε4 has been shown to occur less commonly in PART than in Alzheimer's disease (AD).	APOE	Apolipoprotein E
Influence of APOE genotype in primary age-related tauopathy.	33287896	Genetically, Apolipoprotein E (APOE) ε4 has been shown to occur less commonly in PART than in Alzheimer's disease (AD).	AD	Alzheimer's disease
Unexpected tumor response to palliative pelvic radiotherapy in mismatch repair-deficient advanced prostate cancer: a case report.	33287897	Mismatch-repair-deficiency resulting in microsatellite instability (MSI) may confer increased radiosensitivity in locally advanced/metastatic tumors and thus radiotherapy (RT) potentially might have a changing role in treating this subset of patients, alone or in combination with checkpoint inhibitors.	MSI	microsatellite instability
Unexpected tumor response to palliative pelvic radiotherapy in mismatch repair-deficient advanced prostate cancer: a case report.	33287897	Mismatch-repair-deficiency resulting in microsatellite instability (MSI) may confer increased radiosensitivity in locally advanced/metastatic tumors and thus radiotherapy (RT) potentially might have a changing role in treating this subset of patients, alone or in combination with checkpoint inhibitors.	RT	radiotherapy
Infusion of blood from mice displaying cerebral amyloidosis accelerates amyloid pathology in animal models of Alzheimer's disease.	33287898	Previous studies showed that injection of tissue extracts containing amyloid-β (Aβ) aggregates accelerate amyloid deposition in the brain of mouse models of Alzheimer's disease (AD) through prion-like mechanisms.	Aβ	amyloid-β
Infusion of blood from mice displaying cerebral amyloidosis accelerates amyloid pathology in animal models of Alzheimer's disease.	33287898	Previous studies showed that injection of tissue extracts containing amyloid-β (Aβ) aggregates accelerate amyloid deposition in the brain of mouse models of Alzheimer's disease (AD) through prion-like mechanisms.	AD	Alzheimer's disease
Collagenous Alzheimer amyloid plaque component impacts on the compaction of amyloid-β plaques.	33287899	Massive deposition of amyloid β peptides (Aβ) as senile plaques (SP) characterizes the brain pathology of Alzheimer's disease (AD).	Aβ	amyloid β peptides
Collagenous Alzheimer amyloid plaque component impacts on the compaction of amyloid-β plaques.	33287899	Massive deposition of amyloid β peptides (Aβ) as senile plaques (SP) characterizes the brain pathology of Alzheimer's disease (AD).	SP	senile plaques
Collagenous Alzheimer amyloid plaque component impacts on the compaction of amyloid-β plaques.	33287899	Massive deposition of amyloid β peptides (Aβ) as senile plaques (SP) characterizes the brain pathology of Alzheimer's disease (AD).	AD	Alzheimer's disease
Collagenous Alzheimer amyloid plaque component impacts on the compaction of amyloid-β plaques.	33287899	Collagenous Alzheimer amyloid plaque component (CLAC) is one of the major non-Aβ proteinaceous components of SP amyloid in AD brains.	CLAC	Collagenous Alzheimer amyloid plaque component
Collagenous Alzheimer amyloid plaque component impacts on the compaction of amyloid-β plaques.	33287899	Here we show that overexpression of CLAC precursor (CLAC-P) in the brains of APP transgenic mice results in a significant remodeling of amyloid pathology, i.e., reduction in diffuse-type amyloid plaques and an increase in compact plaques laden with thioflavin S-positive amyloid cores.	CLAC-P	CLAC precursor
Supportive care: men's expectations who undergoing in vitro fertilization treatment.	33287902	The study was done to explore the expectations of men who undergoing in in vitro fertilization (IVF) treatment.	IVF	in vitro fertilization
KVarPredDB: a database for predicting pathogenicity of missense sequence variants of keratin genes associated with genodermatoses.	33287903	Unlike pathogenic and likely pathogenic variants, understanding the clinical importance of novel missense variants or variants of uncertain significance (VUS) is the biggest challenge for clinicians or medical geneticists.	VUS	variants of uncertain significance
The treatment of complex intra-articular distal radius fractures with turning radius and distal volaris radius plate fixation.	33287905	Although distal radius fractures (DRFs) are clinically common, intra-articular DRFs accompanied by dorsally displaced free fragments are much less so.	DRFs	distal radius fractures
The treatment of complex intra-articular distal radius fractures with turning radius and distal volaris radius plate fixation.	33287905	Our aim was to investigate the clinical effect of DRFs with distally displaced dorsal free mass treated with distal volaris radius (DVR) combined with turning of the radius via the distal palmar approach.	DVR	distal volaris radius
Alpha connectivity and inhibitory control in adults with autism spectrum disorder.	33287904	Individuals with autism spectrum disorder (ASD) often report difficulties with inhibition in everyday life.	ASD	autism spectrum disorder
Alpha connectivity and inhibitory control in adults with autism spectrum disorder.	33287904	Our study further investigated these differences by using magnetoencephalography (MEG) to examine the frequency band(s) in which functional connectivity underlying response inhibition occurs, as brain functions are frequency specific, and whether connectivity in certain frequency bands differs between adults with and without ASD.	MEG	magnetoencephalography
Prevalence, associated factors, and disclosure of intimate partner violence among mothers in rural Bangladesh.	33287907	The purpose of this study is to assess the prevalence and associated factors of physical and sexual intimate partner violence (IPV) among married women of reproductive age in a rural population in northeast Bangladesh.	IPV	intimate partner violence
SARS-Coronavirus-2 cases in healthcare workers may not regularly originate from patient care: lessons from a university hospital on the underestimated risk of healthcare worker to healthcare worker transmission.	33287908	Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) represents an unprecedented healthcare challenge.	COVID-19	Coronavirus disease 2019
SARS-Coronavirus-2 cases in healthcare workers may not regularly originate from patient care: lessons from a university hospital on the underestimated risk of healthcare worker to healthcare worker transmission.	33287908	Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) represents an unprecedented healthcare challenge.	SARS-CoV-2	severe acute respiratory syndrome coronavirus 2
SARS-Coronavirus-2 cases in healthcare workers may not regularly originate from patient care: lessons from a university hospital on the underestimated risk of healthcare worker to healthcare worker transmission.	33287908	Healthcare workers (HCWs) may play a critical role in the spread of the virus, particularly when asymptomatic.	HCWs	Healthcare workers
The haplotypes of various TNF related genes associated with scleritis in Chinese Han.	33287909	A total of 28 single-nucleotide polymorphisms (SNPs) were genotyped by the iPLEXGold genotyping assay.	SNPs	single-nucleotide polymorphisms
Primary gastroduodenal tuberculosis complicated with acute pancreatitis: a rare case report and literature review.	33287912	Tuberculosis (TB) is a major health problem worldwide.	TB	Tuberculosis
MAPT subhaplotypes in corticobasal degeneration: assessing associations with disease risk, severity of tau pathology, and clinical features.	33287913	The microtubule-associated protein tau (MAPT) H1 haplotype is the strongest genetic risk factor for corticobasal degeneration (CBD).	MAPT	microtubule-associated protein tau
MAPT subhaplotypes in corticobasal degeneration: assessing associations with disease risk, severity of tau pathology, and clinical features.	33287913	The microtubule-associated protein tau (MAPT) H1 haplotype is the strongest genetic risk factor for corticobasal degeneration (CBD).	CBD	corticobasal degeneration
The relationship between gastric cancer and Helicobacter pylori cytotoxin-related gene A genotypes.	33287914	cytotoxin-associated gene A (CagA) is a 120-145kDa protein encoded on the 40kb cag pathogenicity island (PAI).	CagA	cytotoxin-associated gene A
The relationship between gastric cancer and Helicobacter pylori cytotoxin-related gene A genotypes.	33287914	cytotoxin-associated gene A (CagA) is a 120-145kDa protein encoded on the 40kb cag pathogenicity island (PAI).	PAI	pathogenicity island
The relationship between gastric cancer and Helicobacter pylori cytotoxin-related gene A genotypes.	33287914	Then genomic DNA was purified and Polymerase Chain Reaction (PCR) was performed for the studied gene using specific primers.	PCR	Polymerase Chain Reaction
Expressions of IL-12 and its receptors in patients with lumbar disc herniation and their relationship with clinical efficacy.	33287915	This study aimed to explore the expressions of interleukin-12 (IL-12) and its receptors IL-23R and IL12RB2 in patients with lumbar disc herniation (LDH) before and after treatment and their relationship with clinical efficacy.	IL-12	interleukin-12
Expressions of IL-12 and its receptors in patients with lumbar disc herniation and their relationship with clinical efficacy.	33287915	This study aimed to explore the expressions of interleukin-12 (IL-12) and its receptors IL-23R and IL12RB2 in patients with lumbar disc herniation (LDH) before and after treatment and their relationship with clinical efficacy.	LDH	lumbar disc herniation
Effects of miR-7 on Hcy-induced rat cerebral arterial vascular smooth muscle cell proliferation, migration and inflammatory factor expression by targeting MMP-14 to regulate TLR4/NF-κB signaling pathway.	33287916	The current research aimed to investigate the effect of miR-7 targeting matrix metalloproteinase 14 (MMP-14) on homocysteine (Hcy)-induced rat cerebral artery vascular smooth muscle cells (VSMCs) proliferation, migration and inflammatory factor expression and its possible mechanism.	MMP-14	matrix metalloproteinase 14
Effects of miR-7 on Hcy-induced rat cerebral arterial vascular smooth muscle cell proliferation, migration and inflammatory factor expression by targeting MMP-14 to regulate TLR4/NF-κB signaling pathway.	33287916	The current research aimed to investigate the effect of miR-7 targeting matrix metalloproteinase 14 (MMP-14) on homocysteine (Hcy)-induced rat cerebral artery vascular smooth muscle cells (VSMCs) proliferation, migration and inflammatory factor expression and its possible mechanism.	VSMCs	vascular smooth muscle cells
Effects of miR-7 on Hcy-induced rat cerebral arterial vascular smooth muscle cell proliferation, migration and inflammatory factor expression by targeting MMP-14 to regulate TLR4/NF-κB signaling pathway.	33287916	The expression of miR-7 and MMP-14 in Hcy-induced VSMCs were detected by real-time fluorescent quantitative PCR (RT-qPCR) and Western blot.	RT-qPCR	real-time fluorescent quantitative PCR
Effects of miR-7 on Hcy-induced rat cerebral arterial vascular smooth muscle cell proliferation, migration and inflammatory factor expression by targeting MMP-14 to regulate TLR4/NF-κB signaling pathway.	33287916	Methyl Thiazolyl Tetrazolium (MTT) method, Transwell assays and enzyme-linked immunosorbent assay (ELISA) were performed to detect the effect of miR-7 and MMP-14 expression on the proliferation and migration, as well as interleukin 6 (IL-6) and tumor necrosis factor ɑ (TNF-ɑ) expression of Hcy-induced VSMCs.	MTT	Methyl Thiazolyl Tetrazolium
Effects of miR-7 on Hcy-induced rat cerebral arterial vascular smooth muscle cell proliferation, migration and inflammatory factor expression by targeting MMP-14 to regulate TLR4/NF-κB signaling pathway.	33287916	Methyl Thiazolyl Tetrazolium (MTT) method, Transwell assays and enzyme-linked immunosorbent assay (ELISA) were performed to detect the effect of miR-7 and MMP-14 expression on the proliferation and migration, as well as interleukin 6 (IL-6) and tumor necrosis factor ɑ (TNF-ɑ) expression of Hcy-induced VSMCs.	ELISA	enzyme-linked immunosorbent assay
Effects of miR-7 on Hcy-induced rat cerebral arterial vascular smooth muscle cell proliferation, migration and inflammatory factor expression by targeting MMP-14 to regulate TLR4/NF-κB signaling pathway.	33287916	Methyl Thiazolyl Tetrazolium (MTT) method, Transwell assays and enzyme-linked immunosorbent assay (ELISA) were performed to detect the effect of miR-7 and MMP-14 expression on the proliferation and migration, as well as interleukin 6 (IL-6) and tumor necrosis factor ɑ (TNF-ɑ) expression of Hcy-induced VSMCs.	IL-6	interleukin 6
Effects of miR-7 on Hcy-induced rat cerebral arterial vascular smooth muscle cell proliferation, migration and inflammatory factor expression by targeting MMP-14 to regulate TLR4/NF-κB signaling pathway.	33287916	Methyl Thiazolyl Tetrazolium (MTT) method, Transwell assays and enzyme-linked immunosorbent assay (ELISA) were performed to detect the effect of miR-7 and MMP-14 expression on the proliferation and migration, as well as interleukin 6 (IL-6) and tumor necrosis factor ɑ (TNF-ɑ) expression of Hcy-induced VSMCs.	TNF-ɑ	tumor necrosis factor ɑ
CircB3GNTL1 and miR-598 regulation effects on proliferation, apoptosis, and glutaminolysis in gastric cancer cells.	33287917	For this purpose, CirB3GNTL1 and miR-598 expressions were detected by qRT-PCR in gastric and cell lines; MTT tests were performed to detect proliferation; flow cytometry was established in flow; glutamine decomposition was evaluated with glutamine, glutamic acid and α-keto-glutaric acid (α-KG) expression; Bcl-2, PCNA, ASCT2 and GLS1 expression levels were calculated; Methods of expression were calculated.	α-KG	α-keto-glutaric acid
Development of poly ADP-ribose polymerase-1 inhibitor with anti-cervical carcinoma activity.	33287919	This research aimed to discover and identify new poly ADP-ribose polymerase-1 (PARP) inhibitors with potent anti-cervical carcinoma activity, and then explore their potential biological roles on cervical carcinoma cell.	PARP	poly ADP-ribose polymerase-1
The effect of sevoflurane on the spatial recall ability and expression of apolipoprotein E and β amyloid in the hippocampus in rats.	33287920	This study aimed to observe the recent spatial recall ability and the changes of expression of hippocampal apolipoprotein E (ApoE) and amyloid β protein (Aβ) in adult rats after inhaling sevoflurane anesthetic drugs, and to analyze the mechanism of action.	ApoE	apolipoprotein E
The effect of sevoflurane on the spatial recall ability and expression of apolipoprotein E and β amyloid in the hippocampus in rats.	33287920	This study aimed to observe the recent spatial recall ability and the changes of expression of hippocampal apolipoprotein E (ApoE) and amyloid β protein (Aβ) in adult rats after inhaling sevoflurane anesthetic drugs, and to analyze the mechanism of action.	Aβ	amyloid β protein
The effect of sevoflurane on the spatial recall ability and expression of apolipoprotein E and β amyloid in the hippocampus in rats.	33287920	The immunohistochemistry was used to measure the mean optical density (MOD) value of APOE and Aβ in hippocampal CA1, CA3 and DG regions.	MOD	mean optical density
The effect of Ultraviolet-B irradiation on the photodegradation of ciprofloxacin and norfloxacin as inhibitors of bacterial DNA replication and cell division in urea medium.	33287922	This study aimed to assess the effect of Ultraviolet B (UVB) irradiation in removing ciprofloxacin and norfloxacin by using a simulating model of wastewater contained urea at pH 4.	UVB	Ultraviolet B
Effects of dendrobium polysaccharides on human brain microvascular endothelial cell injury induced by ox-LDL via regulating the miR-378 expression.	33287924	The kit was used to detect the levels of malondialdehyde (MDA) and the activities of superoxide dismutase (SOD) and catalase (CAT); flow cytometry to detect apoptosis; and Western blot to detect B-cell lymph tumor/leukemia-2 (Bcl-2) and Bcl-2 related X (Bax) protein expression; real-time fluorescence quantitative PCR (RT-qPCR) was used to detect the expression of miR-378.	MDA	malondialdehyde
Effects of dendrobium polysaccharides on human brain microvascular endothelial cell injury induced by ox-LDL via regulating the miR-378 expression.	33287924	The kit was used to detect the levels of malondialdehyde (MDA) and the activities of superoxide dismutase (SOD) and catalase (CAT); flow cytometry to detect apoptosis; and Western blot to detect B-cell lymph tumor/leukemia-2 (Bcl-2) and Bcl-2 related X (Bax) protein expression; real-time fluorescence quantitative PCR (RT-qPCR) was used to detect the expression of miR-378.	SOD	superoxide dismutase
Effects of dendrobium polysaccharides on human brain microvascular endothelial cell injury induced by ox-LDL via regulating the miR-378 expression.	33287924	The kit was used to detect the levels of malondialdehyde (MDA) and the activities of superoxide dismutase (SOD) and catalase (CAT); flow cytometry to detect apoptosis; and Western blot to detect B-cell lymph tumor/leukemia-2 (Bcl-2) and Bcl-2 related X (Bax) protein expression; real-time fluorescence quantitative PCR (RT-qPCR) was used to detect the expression of miR-378.	CAT	catalase
Effects of dendrobium polysaccharides on human brain microvascular endothelial cell injury induced by ox-LDL via regulating the miR-378 expression.	33287924	The kit was used to detect the levels of malondialdehyde (MDA) and the activities of superoxide dismutase (SOD) and catalase (CAT); flow cytometry to detect apoptosis; and Western blot to detect B-cell lymph tumor/leukemia-2 (Bcl-2) and Bcl-2 related X (Bax) protein expression; real-time fluorescence quantitative PCR (RT-qPCR) was used to detect the expression of miR-378.	Bcl-2	B-cell lymph tumor/leukemia-2
Effects of dendrobium polysaccharides on human brain microvascular endothelial cell injury induced by ox-LDL via regulating the miR-378 expression.	33287924	The kit was used to detect the levels of malondialdehyde (MDA) and the activities of superoxide dismutase (SOD) and catalase (CAT); flow cytometry to detect apoptosis; and Western blot to detect B-cell lymph tumor/leukemia-2 (Bcl-2) and Bcl-2 related X (Bax) protein expression; real-time fluorescence quantitative PCR (RT-qPCR) was used to detect the expression of miR-378.	Bax	Bcl-2 related X
Effects of dendrobium polysaccharides on human brain microvascular endothelial cell injury induced by ox-LDL via regulating the miR-378 expression.	33287924	The kit was used to detect the levels of malondialdehyde (MDA) and the activities of superoxide dismutase (SOD) and catalase (CAT); flow cytometry to detect apoptosis; and Western blot to detect B-cell lymph tumor/leukemia-2 (Bcl-2) and Bcl-2 related X (Bax) protein expression; real-time fluorescence quantitative PCR (RT-qPCR) was used to detect the expression of miR-378.	RT-qPCR	real-time fluorescence quantitative PCR
Relationship between TIM-3 gene polymorphisms and steroid-resistant primary nephrotic syndrome in children.	33287925	This experiment was carried out to investigate the association of three single nucleotide polymorphisms (SNPs) of T-cell immunoglobulin and mucin-domain-containing-3 (Tim-3) with childhood primary nephrotic syndrome (PNS) steroid response in Han Chinese.	SNPs	single nucleotide polymorphisms
Relationship between TIM-3 gene polymorphisms and steroid-resistant primary nephrotic syndrome in children.	33287925	This experiment was carried out to investigate the association of three single nucleotide polymorphisms (SNPs) of T-cell immunoglobulin and mucin-domain-containing-3 (Tim-3) with childhood primary nephrotic syndrome (PNS) steroid response in Han Chinese.	Tim-3	T-cell immunoglobulin and mucin-domain-containing-3
Relationship between TIM-3 gene polymorphisms and steroid-resistant primary nephrotic syndrome in children.	33287925	This experiment was carried out to investigate the association of three single nucleotide polymorphisms (SNPs) of T-cell immunoglobulin and mucin-domain-containing-3 (Tim-3) with childhood primary nephrotic syndrome (PNS) steroid response in Han Chinese.	PNS	primary nephrotic syndrome
Relationship between TIM-3 gene polymorphisms and steroid-resistant primary nephrotic syndrome in children.	33287925	Three single nucleotide polymorphisms (SNPs) of the TIM-3 gene promoter region (rs4704853, rs1051746, and rs10053538) were analyzed by polymerase chain reaction (PCR) and restriction enzyme digestion.  	SNPs	single nucleotide polymorphisms
Relationship between TIM-3 gene polymorphisms and steroid-resistant primary nephrotic syndrome in children.	33287925	Three single nucleotide polymorphisms (SNPs) of the TIM-3 gene promoter region (rs4704853, rs1051746, and rs10053538) were analyzed by polymerase chain reaction (PCR) and restriction enzyme digestion.  	PCR	polymerase chain reaction
Atomic force microscope observation of athletes' hemoglobin imaging.	33287927	Hemoglobin (Hb) is a protein and its functional form has a tetrameric structure.	Hb	Hemoglobin
Atomic force microscope observation of athletes' hemoglobin imaging.	33287927	This research was performed to observe the image of Hb by an atomic force microscope (AFM) and measure the physical function of athletes.	AFM	atomic force microscope
Biosynthesis and characterization with antimicrobial activity of TiO2 nanoparticles using probiotic Bifidobacterium bifidum.	33287930	In our present study, we used a probiotic bacteria Bifidobacterium bifidum which was isolated from the commercial market capsule to produce TiO2 nanoparticles and study the biologically characterized nanoparticle using various techniques like Scanning Electron Microscopic (SEM), atomic force microscopy (AFM), and study its antimicrobial activity against a bacteria isolated from the stool of patients suffering from acute diarrhea.	SEM	Scanning Electron Microscopic
Biosynthesis and characterization with antimicrobial activity of TiO2 nanoparticles using probiotic Bifidobacterium bifidum.	33287930	In our present study, we used a probiotic bacteria Bifidobacterium bifidum which was isolated from the commercial market capsule to produce TiO2 nanoparticles and study the biologically characterized nanoparticle using various techniques like Scanning Electron Microscopic (SEM), atomic force microscopy (AFM), and study its antimicrobial activity against a bacteria isolated from the stool of patients suffering from acute diarrhea.	AFM	atomic force microscopy
Biosynthesis and characterization with antimicrobial activity of TiO2 nanoparticles using probiotic Bifidobacterium bifidum.	33287930	TiO2-NP synthesized by B. bifidum had an inhibitory effect against P. aeruginosa, A. baumanii, K. pneumonia at a concentration 16 mg/ml and 32 mg/ml towards E. coli and S. typhi, the minimum inhibitory concentration (MIC) against pathogenic bacteria isolated from acute diarrhea included Pseudomonas aeruginosa, Acinetobacter baumanii, Klebsiella pneumonia, E.coli and salmonella typhi was utilized to determine the antibacterial impact of the synthesized TIO2 nanoparticles.	MIC	minimum inhibitory concentration
Quercetin may repair the impaired oxidant-antioxidant balance in 1, 2, 3, 4-tetrachlorodibenzo-p-dioxin induced cardiac injury in male rats.	33287931	The purpose of this study was to evaluate the prophylactic effects of quercetin (QUE) against oxidative damages and histological changes induced by 1, 2, 3, 4-tetrachlorodibenzo-p-dioxin (TCDD) in rat heart.	QUE	quercetin
Quercetin may repair the impaired oxidant-antioxidant balance in 1, 2, 3, 4-tetrachlorodibenzo-p-dioxin induced cardiac injury in male rats.	33287931	The purpose of this study was to evaluate the prophylactic effects of quercetin (QUE) against oxidative damages and histological changes induced by 1, 2, 3, 4-tetrachlorodibenzo-p-dioxin (TCDD) in rat heart.	TCDD	tetrachlorodibenzo-p-dioxin
Estimation levels of prostate-specific antigen, interleukin-8, oxidative stress and some inflammatory markers in sera of benign prostatic hyperplasia patients who have smoking habits as a risk factor.	33287932	Benign prostatic hyperplasia (BPH) is a common multifactorial inflammatory disease of older men, defined by increased growth of prostate epithelial and stromal cells.	BPH	Benign prostatic hyperplasia
Estimation levels of prostate-specific antigen, interleukin-8, oxidative stress and some inflammatory markers in sera of benign prostatic hyperplasia patients who have smoking habits as a risk factor.	33287932	Elevation serum levels of Interleukin-8 (IL-8), oxidative stress and inflammatory markers represent predictive surrogate markers of the disease progression in smoker BPH patients.	IL-8	Interleukin-8
Estimation levels of prostate-specific antigen, interleukin-8, oxidative stress and some inflammatory markers in sera of benign prostatic hyperplasia patients who have smoking habits as a risk factor.	33287932	Sera levels of prostate-specific antigen(PSA), IL-8, malondialdehyde (MDA), high sensitive C-reactive protein (hs-CRP), testosterone and some biomarkers concentrations were measured in the patients according to instructions of manufacturers.	MDA	malondialdehyde
Estimation levels of prostate-specific antigen, interleukin-8, oxidative stress and some inflammatory markers in sera of benign prostatic hyperplasia patients who have smoking habits as a risk factor.	33287932	Sera levels of prostate-specific antigen(PSA), IL-8, malondialdehyde (MDA), high sensitive C-reactive protein (hs-CRP), testosterone and some biomarkers concentrations were measured in the patients according to instructions of manufacturers.	hs-CRP	high sensitive C-reactive protein
Immunohistochemical expression of ATRX in gliomas.	33287933	Alpha-thalassemia/mental retardation syndrome X-linked (ATRX) mutations are frequently distinguished in gliomas.	ATRX	Alpha-thalassemia/mental retardation syndrome X-linked
Immunohistochemical expression of ATRX in gliomas.	33287933	According to the WHO grading system for brain tumors, 16 (16.5%) cases were grade I gliomas, 27 (27.8%) were grade II, 10 (10.3%) were anaplastic gliomas (grade III), and 44 (45.3%) cases were glioblastomas WHO (grade IV).	grade III	grade II, 10 (10.3%) were anaplastic gliomas
Application of intravoxel incoherent motion imaging in the study of migration and movement of cancer cells.	33287934	Apparent diffusion coefficient (ADC), true diffusion coefficient (D), pseudo-diffusion coefficient (D*) and perfusion fraction (f) are measured by the IVIM bi-index model, and statistical analysis is made.	ADC	Apparent diffusion coefficient
Application of intravoxel incoherent motion imaging in the study of migration and movement of cancer cells.	33287934	Apparent diffusion coefficient (ADC), true diffusion coefficient (D), pseudo-diffusion coefficient (D*) and perfusion fraction (f) are measured by the IVIM bi-index model, and statistical analysis is made.	D*	diffusion coefficient
Analysis of topological properties and drug discovery for bipolar disorder and associated diseases: A bioinformatics approach.	33287935	The objective of the present study was to investigate the association between genetic mutations in the four above listed diseases and to create a Protein-protein interaction (PPI) network or common pathways.	PPI	Protein-protein interaction
Identification of atrial fibrillation-related circular RNAs and constructing the integrative regulatory network of circular RNAs, microRNAs and mRNAs by bioinformatics analysis.	33287936	Atrial fibrillation (AF) is the most common cardiac arrhythmia with a high incidence of stroke.	AF	Atrial fibrillation
Identification of atrial fibrillation-related circular RNAs and constructing the integrative regulatory network of circular RNAs, microRNAs and mRNAs by bioinformatics analysis.	33287936	Many circular RNAs (circRNAs) have been demonstrated they are elated to various heart diseases and may play important roles in diagnostics or many pathophysiological processes.	circRNAs	circular RNAs
Identification of atrial fibrillation-related circular RNAs and constructing the integrative regulatory network of circular RNAs, microRNAs and mRNAs by bioinformatics analysis.	33287936	The microRNA expression file GSE68475 dataset was downloaded from the Gene Expression Omnibus (GEO) database to explore the differentially expressed microRNAs.	GEO	Gene Expression Omnibus
Potential risk assessment of miR-143 gene polymorphisms rs41291957 and rs353292 in colorectal cancer.	33287937	The polymorphisms rs41291957 and rs353292 were genotyped in patients and controls by Polymerase Chain Reaction-Restriction Fragment Length Polymorphism (PCR-RFLP) and results were validated by Sanger sequencing.	PCR-RFLP	Polymerase Chain Reaction-Restriction Fragment Length Polymorphism
Raddeanin A suppresses lung cancer cell proliferation via induction of apoptosis and increased production of ROS.	33287938	Treatment of PC-9 cells with Raddeanin significantly and dose-dependently increased the activities of caspase-9 and caspase-3 (p&lt;0.05), and led to significant and dose-dependent increases in ROS levels (p&lt;0.05).	p&lt;0.05	p&lt;0.05), and led to significant and dose-dependent increases in ROS levels
Diagnostic value of cfDNA and long fragment DNA in patients with breast cancer.	33287940	To investigate the diagnostic value of cell-free DNA (cfDNA) and long fragment DNA in breast cancer patients.	cfDNA	cell-free DNA
Diagnostic value of cfDNA and long fragment DNA in patients with breast cancer.	33287940	The area under the ROC curve (AUC) was 0.865 (95% CI = 0.754-0.903).	AUC	area under the ROC curve
Fibrillin 2 gene knockdown inhibits invasion and migration of lung cancer cells.	33287941	To investigate the effect of Fibrillin 2 (FBN2) expression on the invasion and migration of lung cancer cells, and the underlying mechanism.	FBN2	Fibrillin 2
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	To investigate the potential of lymphocyte cell population data (lymphocyte CPD) for use in early diagnosis of coronavirus disease 2019 (COVID-19).	COVID-19	coronavirus disease 2019
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	The parameters were subjected to sensitivity and specificity analysis to determine their suitability as biomarkers for early diagnosis of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection.	SARS-CoV-2	severe acute respiratory syndrome coronavirus 2
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	There were no significant differences in white blood cells (WBC) and lymphocyte (LY#) counts as well as the neutrophil-to-lymphocyte ratio (NLR) among the groups (p &gt; 0.05).	WBC	white blood cells
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	There were no significant differences in white blood cells (WBC) and lymphocyte (LY#) counts as well as the neutrophil-to-lymphocyte ratio (NLR) among the groups (p &gt; 0.05).	LY#	lymphocyte
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	There were no significant differences in white blood cells (WBC) and lymphocyte (LY#) counts as well as the neutrophil-to-lymphocyte ratio (NLR) among the groups (p &gt; 0.05).	NLR	neutrophil-to-lymphocyte ratio
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	Lymphocyte volume standard deviation (LV-SD), lymphocyte conductivity standard deviation (LC-SD) and lymphocyte light scatter standard deviation (LS-SD) were significantly higher in the COVID-19 group than in common cold and control groups (p &lt; 0.05).	LV-SD	Lymphocyte volume standard deviation
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	Lymphocyte volume standard deviation (LV-SD), lymphocyte conductivity standard deviation (LC-SD) and lymphocyte light scatter standard deviation (LS-SD) were significantly higher in the COVID-19 group than in common cold and control groups (p &lt; 0.05).	LC-SD	lymphocyte conductivity standard deviation
